comment;Lang-tag;SA-tag;Off-lang-tag;;;
possession de balle sans natija;FRN;2;0;;;
Merci Fus pour la communication;FRN;1;0;;;
Răő Ėl Hørĕ hahahhaa 3chiirek;DAL;3;0;;;
raaja vs fus ach daroo;DAL;3;0;;;
Rabhinha incha2lah la coup afrique;DAL;1;0;;;
rah hta lrda 3ad kayna;DAL;3;0;;;
Rah kansaynokom ftanja marhba bikom;DAL;1;0;;;
raja vs fus ach daroo;DAL;3;0;;;
Raja what is the problem;ANG;2;0;;;
Rak radi lhawia ASI regaragi;DAL;2;1;;;
Rani Jay da chaallah khouya;DAL;3;0;;;
Regragui out Wlah ta7chouma 3lik;DAL;2;1;;;
Rendez vous mercredi Benjelloun younadi;FRN;3;0;;;
Safi ghadi blfari9 l9ism tani;DAL;2;0;;;
Salah nas lkhir akhay xD;DAL;1;0;;;
Sarah brchid hiya blastkom h;DAL;2;1;;;
Sin mabedi kifash sturia dialo;DAL;3;0;;;
Siro tkfto lahi yn3al bokom;DAL;2;1;;;
Siro wlad zna chwhto lwidad;DAL;2;1;;;
Slm resultat en cours svp;FRN;3;0;;;
Yassine Abounouar sme3 sme3 ahedad;DAL;3;0;;;
Solaih ه هاك بنشرقي ه;AUT;3;0;;;
Yasser Taous ta yalah asahbu;DAL;3;0;;;
Tab3o zyada m5sna bo raha;DAL;3;0;;;
Tahia khasa Yaitmatnakh IRifian L3az;DAL;1;0;;;
Tahiya soussiya li jamahir tanjawiya;DAL;1;0;;;
Tanjawa jbala titwan hiya titwan;DAL;2;1;;;
Tartib alhosima ila kan momkin;DAL;3;0;;;
Tb3o lwrak bzzayd mab8inaxi nrtaho;DAL;3;0;;;
Te9ewissa tamate bi najah hh;DAL;2;0;;;
Tfou 3la fer9a dl wil;DAL;2;1;;;
Thalawna fdrari ystahlo kol 5ayr;DAL;1;0;;;
Driss Driouach tla3 reda asahbi;DAL;3;0;;;
Toujours tres lucide le walid;FRN;1;0;;;
Trajlo m3ana odarbo lina tanga;DAL;3;0;;;
Ts sa pr sa lol;FRN;3;0;;;
Un lien pour regarder svp;FRN;3;0;;;
Veva mogre tetuani chrfto tetuan;DAL;1;0;;;
Viva tetouan darbo lina adouma;DAL;1;0;;;
vive bureau et staff irt;FRN;1;0;;;
Vive le Maroc et Meknes;FRN;1;0;;;
wa bdloha ra tsala partido;DAL;3;0;;;
Wa dimari akhoia ltanga hh;DAL;3;0;;;
wa khuya lbarehch ketro welah;DAL;2;1;;;
Wa lah in3el zaml bokom;DAL;2;1;;;
Wa lah in3l zaml bohom;DAL;2;1;;;
wa lfus mtl3a drari w3rin;DAL;1;0;;;
wa neghmii wa mxi t9aawd;DAL;2;1;;;
wa9tach test dial fus la7afedk;DAL;3;0;;;
Wac wlat 3ahira lija ikhwrha;DAL;2;1;;;
Wach mla3binhom ba ljomhor yak;DAL;3;0;;;
wach riyadia semple mana9lach matxh;DAL;3;0;;;
Wach ticket raykoun nhar lmatch;DAL;3;0;;;
Wafin la3b walou 3la walou;DAL;2;1;;;
Walid toujours positif bonne continuation;FRN;1;0;;;
walo lmout kon kant bnadem;DAL;2;1;;;
Wassli salhi khalouta Faynoma hadu;DAL;3;0;;;
Wax hadi dira wala zebla;DAL;2;1;;;
Wax lcodm hiya lilabssa zr99;DAL;3;0;;;
wax mla3biya mat 3aymxiw tajnid;DAL;3;0;;;
Weli tanjawi rajawi mayen 3aychriha;DAL;3;0;;;
Hicham Lamtioui wjedli rask achrif;DAL;3;0;;;
Wlah matswaw ya zwaml tfo;DAL;2;1;;;
xekran xakir dimari akhoya ltanje;DAL;1;0;;;
xi l9itat kan tidirhom l3fo;DAL;2;0;;;
Khalid Hassoun xni fiha tal3in;DAL;3;0;;;
HiCham GB xuuf hna xkayqulo;DAL;3;0;;;
ya3ni mat lyoma ha y8lb;DAL;3;0;;;
King Daniel yakma nta hada;DAL;3;0;;;
Yalah chabab 7na kamlin m3akoum;DAL;1;0;;;
Yarbi dirlina chy tawil lkhir;DAL;1;0;;;
Yasine ana howa arbet hh;DAL;3;0;;;
Ybiz3awa dina botola hanya hawaya;DAL;2;1;;;
Yes كل التوفيق لشباب اريف;ARC;1;0;;;
You are going down Hemmadi;ANG;2;1;;;
Ysydo gha pilanty 3la l2a9l;DAL;3;0;;;
Zaid tagi drari ha ntuma;DAL;3;0;;;
Elaidi Elaidi zgltiha ghir fSais;DAL;3;0;;;
Lah Yn3el zmlbkom wald 9ahab;DAL;2;1;;;
Zone hya chamalya oula char9iya;DAL;3;0;;;
Zot dima cra dima irt;DAL;1;0;;;
zot incha alah me3a benehessaien;DAL;1;0;;;
Zot wakha L3nsori Botola Tanjawia;DAL;1;0;;;
اا اله انعل طواسل مكم;DAA;2;1;;;
اتمني الفوز إن شاء الله;ARC;1;0;;;
اتوقع الفوز للكاميرون او للمغرب;ARC;3;0;;;
اتوقع عوده فوزي او عموته;ARC;3;0;;;
اجي واش داك إدريسي معاهم;DAA;3;0;;;
احسن حاجه عسو ولد الفريق;DAA;3;0;;;
احسن حاجه غطتي ديك القماقم;DAA;2;1;;;
احسن خبر سمعناه علي تطوان;DAA;1;0;;;
احسن فريق من حيت الماديات;ARC;1;0;;;
احسن لاعب فالمباراه هو الاحمدي;ARC;1;0;;;
احسن ميليو فالعالم النقاش السعيدي;DAA;1;0;;;
احلي جمهور بالتوفيق النسر الاخضر;ARC;1;0;;;
  lateral dechmal hada mabihchi;DAL;1;0;;;
احمد هدا مزيون اكانطي فرجلو;DAA;1;0;;;
احنجير اتاوتيد الله احفظك اولدي;DAA;1;0;;;
اخبار عن الاختبارات لفءه الكبار;ARC;3;0;;;
2006 de tres beaux souvenirs;FRN;1;0;;;
3adi habibii fe nhar katba3;DAL;3;0;;;
Amine MssaLhi 3alamia al9lawi wlah;DAL;2;1;;;
Yassine Houmi 3andk m3a hada;DAL;3;0;;;
3aychine ghir bi diale lakdame;DAL;3;0;;;
Ahmed Oundil 3chiry notre lycee;DAL;1;0;;;
3ez khay dyali wane3ma erijal;DAL;1;0;;;
3lach kaykhabi hada madoktor mawalou;DAL;2;1;;;
Jamal Rahali 3lam hossine h;DAL;3;0;;;
Mariam Amghar 3na2 djdad mxarmlin;DAL;2;0;;;
3ndha chi concert 9rib fcasa;DAL;1;0;;;
Ele Gant 7wa liha mha;DAL;2;1;;;
9albi 7ra9ni 3la dik tomobilat;DAL;2;0;;;
Ihsane Merghani 9ray les commentaires;DAL;3;0;;;
9tltona rir bhad asbab amniiya;DAL;2;0;;;
Ca ouf entre les chauds;FRN;3;0;;;
Ca tien combien de temps;FRN;3;0;;;
Accident hada machi un dessert;DAL;2;0;;;
Amine RadouaneHoussam Bourr ach balikoum;DAL;3;0;;;
Najat Halim ach ban lik;DAL;3;0;;;
Soh Aib ach ban like;DAL;3;0;;;
Unes Mehdi ach ban likom;DAL;3;0;;;
Ach had lmosiba ta9o lah;DAL;2;1;;;
Aicha Kermiche ach had lmossiba;DAL;2;1;;;
Ach hal ataman mn fadlak;DAL;3;0;;;
Amine El Bou ach tandiro;DAL;3;0;;;
Nadia Elasry ach tfekkerty hahahahahah;DAL;3;0;;;
Kenza El Msiehha achno kayn;DAL;3;0;;;
Adress ou bien fixe svp;FRN;3;0;;;
Adresse et prix svp Merci;FRN;3;0;;;
Aie est pas beau la;FRN;2;1;;;
Ah kynin db ana kntfrag;ANG;3;0;;;
AichaBk h fakratni bchi had;DAL;3;0;;;
Ali Medhouni aji nrej3ek nlhadara;DAL;2;0;;;
Al moumin Moussab lah ychafih;DAL;1;0;;;
Ilham Raouti al3ayla ssema3 hahahaha;DAL;3;0;;;
Ali hada galina makat3erfou walou;DAL;3;0;;;
Allah ihar9hom wi ihar9ek m3ahom;DAL;2;1;;;
Allah y7fdek adoctor rak tema;DAL;1;0;;;
Allahi 3az lbedawa Lahi rahmou;DAL;1;0;;;
Amin hana lhank 3awtani tfarkas;DAL;3;0;;;
Amin kandiro hadchi chaque jour;DAL;3;0;;;
Amine ya rabi el alamine;DAL;1;0;;;
Mery Omari ana 3arda 3lik;DAL;3;0;;;
Ana bagha nhayed lkerx 3andkom;DAL;1;0;;;
Simsima Nasser ana nstnak nmchiw;DAL;3;0;;;
And the most ugliest also;ANG;2;0;;;
Saoussane Boukri are you readyy;ANG;3;0;;;
asmae mehyaoui fin had chi;DAL;3;0;;;
Attend el parle francais koi;FRN;3;0;;;
Au bout le rond orange;FRN;3;0;;;
au debut du 20eme siecle;FRN;3;0;;;
Avec du sucre trop bon;FRN;3;0;;;
Avez vous une application mobile;FRN;3;0;;;
Elena Laroussi awa3di tomobil dyalk;DAL;3;0;;;
Ayoub ta derob ela hdid;DAL;3;0;;;
Azdou safy gadohee idan anmchiw;DAL;3;0;;;
Azeddine fach kena gha ntfrjou;DAL;3;0;;;
ba9i lkhir ou ba9i llah;DAL;1;0;;;
Hicham Seif bali bayan liya;DAL;3;0;;;
Nissrine Guisser Ach ban liik;DAL;3;0;;;
Bano hna ghir libghat tjabad;DAL;3;0;;;
Basla hamda mkharia ayakte alkhanza;DAL;2;1;;;
Bb namchiiw hh Amchat Hajar;DAL;3;0;;;
Bd Anfa quartier les arenes;FRN;3;0;;;
Bd la corniche el hank;FRN;3;0;;;
bedat kadbsal kant 7elowa 3aye9et;DAL;2;1;;;
Bghit 3emar rabi ysmah likom;DAL;2;1;;;
Bghit lmkom tfargi3 dyal bsah;DAL;2;1;;;
Karim Aouimar bghit sushi h;DAL;3;0;;;
Bien sur tres tres bon;FRN;1;0;;;
Noura Ennaji bki bki h;DAL;3;0;;;
Bladna zina hsin men bera;DAL;1;0;;;
Ayoub Es blysa dyal dima;DAL;3;0;;;
Hamza Kaassi bof celui la;FRN;3;0;;;
Med Amine Laabid bon choix;FRN;1;0;;;
Bon courage et bonne chance;FRN;1;0;;;
Bon courage et bonne continuation;FRN;1;0;;;
Bon courage et bonne continuite;FRN;1;0;;;
Bonjour doct votre adresse svp;FRN;3;0;;;
Bonjour docteur vos references svp;FRN;3;0;;;
Bonsoir sv le prix plies;FRN;3;0;;;
Boya 3omar Mostafa Mouktadir Mostafa;DAL;3;0;;;
Brabo tihad hit wald taxi;DAL;3;0;;;
Bravo docteur le prix svp;FRN;3;0;;;
bravo docteur vive les marocine;FRN;1;0;;;
Bravo dr es le meilleur;FRN;1;0;;;
Bravo le prix SVP merci;FRN;1;0;;;
Bravo mon chere amis irmo;FRN;1;0;;;
Bravo que dieu raccordee plus;FRN;1;0;;;
Bravo un tres bon travail;FRN;1;0;;;
Bravo ykhalili dak liydidate dct;DAL;1;0;;;
Brit naarf tamen wlaida fayen;DAL;3;0;;;
Jihad El Hadri bzaf hadchi;DAL;3;0;;;
Ahada Yahoo Hada bzf asat;DAL;3;0;;;
Achraf Echchiyab ca commence hhahahha;FRN;3;0;;;
Ca coute combien Dr svp;FRN;3;0;;;
Ca dure combien de temps;FRN;3;0;;;
Ca reste combien de temps;FRN;3;0;;;
Ca tiens combien de mois;FRN;3;0;;;
ca va etre en francais;FRN;3;0;;;
Cela dur combien de temps;FRN;3;0;;;
ces menus sont toujours disponibles;FRN;3;0;;;
FaTi Bi est chez toi;FRN;3;0;;;
etait au jour de aid;FRN;3;0;;;
Fraulein Aya Badraoui chabata hahahaha;DAL;2;0;;;
Chad lina lhwanat li anfac;DAL;3;0;;;
Chaimaa hada li b9a lina;DAL;3;0;;;
Anas Boudi chbanlik khuya namchiw;DAL;3;0;;;
Chehad l3jb hada Youssef Narauto;DAL;3;0;;;
Kawtar Tarmach chkoun hadi h;DAL;2;0;;;
Jihad Kaoutar Chofo chkun tama;DAL;3;0;;;
Ilias El Mrabet chno balk;DAL;3;0;;;
Imane Lebbar chno banlk hahahahah;DAL;3;0;;;
chno kadir liha fi rasha;DAL;3;0;;;
Mes Awatif Homar chof hadi;DAL;3;0;;;
Rahma Barhoun chof ta9alidna h;DAL;3;0;;;
Chono ism doktor ofin kayitwajd;DAL;3;0;;;
Chouf 3la blad dwlad khab;DAL;2;1;;;
Jawad Rajawi chouf awlidi lahdid;DAL;3;0;;;
Wael Cho chouf ki chabehlek;DAL;3;0;;;
Basma Mel choufi hamada h;DAL;3;0;;;
Rachid Mariam chufi hada zwin;DAL;1;0;;;
Hajar Dirare claire la sirene;FRN;3;0;;;
Cmt elle fait pe respirer;FRN;3;0;;;
Coeur de Lion Mahjoub Lafdali;FRN;3;0;;;
combien de temps tiens ca;FRN;3;0;;;
Combien je suis tres interessė;FRN;1;0;;;
Comment est ce possible mdrr;FRN;3;0;;;
Souhailii Mohamed copier coller h;FRN;3;0;;;
Sarah Aamiri coup de massue;FRN;2;0;;;
Najlae Blk etait donc ca;FRN;3;0;;;
CTM 3tathom a7san Car 3andha;DAL;3;0;;;
Othmane Othmane Diouchi daaz 3lik;DAL;3;0;;;
dakchi khaybe ma3jabnich makla khadra;DAL;2;1;;;
Dans quelle ville vous etes;FRN;3;0;;;
Rachida Erraqui dedicace pour moustapha;FRN;1;0;;;
Prix SVP de ce fil;FRN;3;0;;;
Deghya tneda Mjid Mjid Ahbli;DAL;3;0;;;
Ismael Nahiri dghiya tgad h;DAL;3;0;;;
dial meilleur tireur des penalties;FRN;3;0;;;
Dieu la patrie le roi;FRN;3;0;;;
Dikrayat m3a baba llah yirahmo;DAL;1;0;;;
dima tatwariw ghir had l7ala;DAL;2;0;;;
Dkhalt 9bal wa lgitak h;DAL;3;0;;;
Docteur les taches brune katheyedhom;FRN;3;0;;;
Doktor momkin tilifon dual al3iyada;DAL;3;0;;;
Don bigg ft oum knbghik;DAL;1;0;;;
Kaou Thar drbili 3la lmiguina;DAL;3;0;;;
Chadine Narjisse dsl pour hier;FRN;1;0;;;
Du courage les iles comores;FRN;1;0;;;
Dx vous protege docteur Aadil;FRN;1;0;;;
Egypt is not in africa;FRN;3;0;;;
nees Ahmed eh ya skoura;DAL;3;0;;;
Youssef Khairi ehh liyam hahahahah;DAL;3;0;;;
Elhadi calcul au vent RNV;FRN;3;0;;;
Mariam El Rud eliha amariam;DAL;3;0;;;
Emy ha ach fiha haha;DAL;3;0;;;
Es el mejor de todos;ESP;1;0;;;
Prix SVP Merci et adresse;FRN;3;0;;;
Et bah il etait temps;FRN;3;0;;;
Et les plis du cou;FRN;3;0;;;
Ewa sma3ni Oumaima EL Amrani;DAL;3;0;;;
Explique nous votre intervention merci;FRN;3;0;;;
H KenzaChbihi fach fekratek haadiiu;DAL;3;0;;;
Mounir Tahiri fach fkratak h;DAL;3;0;;;
Charki Maizate fach fkratk hadi;DAL;3;0;;;
Fain kayn al3nwan man fadlak;DAL;3;0;;;
Yassine Lahlou fais gaffe bro;FRN;1;0;;;
Hamza Chafai Bach fakratak tipaza;DAL;3;0;;;
Faut faire Milano Beni mellal;FRN;3;0;;;
Fe khatar lhawari Ayoub Elhassouny;DAL;3;0;;;
Fin hwa 3lch mb9ach kyl3b;DAL;3;0;;;
Aya Hasnaoui finahis jaban gara3;DAL;3;0;;;
Fine jat num telphon cvp;DAL;3;0;;;
Fine kayn tel ola ladress;DAL;3;0;;;
Fine kayne had tbibe svp;DAL;3;0;;;
Mohammed Kanoun finowa sahbk H;DAL;3;0;;;
Flecita5in doctor tbarek allalh alik;DAL;1;0;;;
Fes me manque Bizaf Wallah;FRN;1;0;;;
Ghada ara bre3 lia dba;DAL;3;0;;;
Sarushka Sara ghadi i7am9ouh h;DAL;3;0;;;
Abdo Marjane ghir tfarj mzn;DAL;3;0;;;
Ghsna ntahdo bax mayb9awxi yzidoha;DAL;3;0;;;
Yassine Omairy good job bro;ANG;1;0;;;
Good job Nice and easy;ANG;1;0;;;
Grand respect pr ce professeur;FRN;1;0;;;
Fatima El Khomssi h 3alam;DAL;3;0;;;
Jiji Kerra h felfel m2eli;DAL;3;0;;;
Hamza Bellarabi h ha ronda;DAL;3;0;;;
Ayoub Tetouani h hantina jbartik;DAL;3;0;;;
H kana abouka salihan Hh;DAL;3;0;;;
H khlsom ribi d3awi dinas;DAL;2;1;;;
H lawah Bennis machi baradaa;DAL;3;0;;;
Yassin Yahiaoui h mli ancharfo;DAL;3;0;;;
Mouna Draidar h nemchiw h;DAL;3;0;;;
H sdmat lina l3ayla jaw3aata;DAL;2;0;;;
Souhaila Sch h tetwaniya nichan;DAL;3;0;;;
Chairi Mou h tib hada;DAL;3;0;;;
H wlahila waa3ra bravo lila;DAL;1;0;;;
 h فيراسك;DAA;3;0;;;
h مسكين العقل الله يجيب;DAA;2;1;;;
Khalid Tanan ha alonzo sa7bk;DAL;3;0;;;
Khadija Habchi ha ana tani;DAL;3;0;;;
Brahim Zir ha fin khask;DAL;3;0;;;
Hassan Sufi Youness ha lbare7;DAL;3;0;;;
Karim Menk ha li 9tlik;DAL;3;0;;;
Yassine El ha li galna;DAL;3;0;;;
Wafaa Chafai ha lli kan9ollek;DAL;3;0;;;
Sami Jamal ha paris demen;DAL;3;0;;;
Latifa Ajandouz ha ra2ocha h;DAL;3;0;;;
Fatim Zahra ha trikt wanassa;DAL;2;1;;;
Hajar Wakrim ha wa7d barda;DAL;3;0;;;
Omayma AF ha wahd akhor;DAL;3;0;;;
Soufiane Ouriaghli hachno galt lik;DAL;3;0;;;
Had mra basla f7al trab;DAL;2;1;;;
Houda El hada bzaf h;DAL;3;0;;;
Hada houwa economie oula blach;DAL;1;0;;;
hada howa zelal maryamo h;DAL;3;0;;;
Assia Radouane hadchi li fawatnah;DAL;3;0;;;
Hadchi rah hram allah ihdikom;DAL;2;0;;;
Hamza El Omari hadchi rkhiss;DAL;1;0;;;
Hadechi ri rasa kiher9a h;DAL;3;0;;;
Zohor Narjis hadi atlom sekto;DAL;2;0;;;
Adil Ellaboudi hadi bghitha la3douk;DAL;2;0;;;
Nada Sandrila hadi khsni daarori;DAL;1;0;;;
Silya Surfeuse Zerroual hadi ma3tloch;DAL;3;0;;;
Mohamed Kritel hadi wa3ra hh;DAL;1;0;;;
Hadra khawya 9olo chi7aja akhra;DAL;2;1;;;
Haduk rjal machi mlaktin mlhawma;DAL;3;0;;;
Hafsa h ha futur eguza;DAL;3;0;;;
Yasmina Amajoud hahaha la bzaaf;DAL;3;0;;;
Tarik Izri hahaha regard samedi;FRN;3;0;;;
Hahaha wlahila tetounien Haida amlin;DAL;3;0;;;
FZ Anekkar hahahhaa aji txuuf;DAL;3;0;;;
Yassmine Sanaa hahia Zineb Khalil;DAL;3;0;;;
Zineb Bouzoubaa hahiaa autani 3guztek;DAL;3;0;;;
Bouchra Anjae hahiya lala mina;DAL;3;0;;;
Malolo AR hahouwa sousou dyalhoum;DAL;3;0;;;
Lailita Safi hahowa ja lmaghreb;DAL;3;0;;;
Mehdi Oulabbes hahya hahya h;DAL;3;0;;;
ELkasmi Mehdi haida ghaywqaelk hahaha;DAL;3;0;;;
Haitam la la hadchi bzf;DAL;3;0;;;
Hajar hdchy fin mjeli 3lina;DAL;3;0;;;
Abdel Ali hak akhay da9;DAL;3;0;;;
Sabrin Rania haka ntoma h;DAL;3;0;;;
Aziza Anka hali galt lik;DAL;3;0;;;
Hamar darbo maskin hachoma 3lih;DAL;2;1;;;
Hamza h ligalt lk gbila;DAL;3;0;;;
Hamza safi jab llh tisir;DAL;1;0;;;
Hanizan likom botola dima MAT;DAL;1;0;;;
Loubna Nassereddine hanti matari walo;DAL;3;0;;;
PerLe Du Dine hanti sm3i;DAL;3;0;;;
hasbiya lah wa ni3ma wakil;DAL;2;0;;;
Loubna Mesbah hawel bla madhak;DAL;3;0;;;
Abdou Hdd haxni w9a3 lyoma;DAL;3;0;;;
Hay ha naida fi casa;DAL;3;0;;;
hay lhank boulvard la courniche;FRN;3;0;;;
Hda fran krabasta hi mohmabi;DAL;3;0;;;
Heureusement il est mort meskine;FRN;2;0;;;
Elmameri Fatima zahra hi kedbou;DAL;3;0;;;
HiyA newli tebiba behalk h;DAL;3;0;;;
HM kima kangol 7na bidawa;DAL;3;0;;;
Hna kaynin m3ahom machi bohadhom;DAL;3;0;;;
How much is the ticket;ANG;3;0;;;
Hta li mzawj ghadi yamxi;DAL;3;0;;;
Hta sayf jay ou haydouhoum;DAL;3;0;;;
Huu sf bano 3la ha9i9tom;DAL;2;1;;;
Ibrahim dii m3ak chi gasba;DAL;3;0;;;
Kalvin Froger ici est lourd;FRN;3;0;;;
Ilyass Lahsika ignorais ce detail;FRN;3;0;;;
Il est beau mon pays;FRN;1;0;;;
Il est genial votre astuce;FRN;1;0;;;
Il est ou le developpement;FRN;2;0;;;
Il faut donner plus explications;FRN;2;0;;;
Il faut reserver en avance;FRN;3;0;;;
Il me manque trop biladi;FRN;1;0;;;
Il parle de la prison;FRN;3;0;;;
Il etait temps Souk Eina;FRN;3;0;;;
Il etait une fois MEKNES;FRN;3;0;;;
Akram Zaoui ila jbtih bs7a;DAL;3;0;;;
ila tb3to xitan wantom xayatin;DAL;2;1;;;
Ils on deja bien avancer;FRN;1;0;;;
Ils ont fait leurs jobs;FRN;3;0;;;
Louai Bendali imaginer hado taw3ak;DAL;3;0;;;
Yassine Markik imouzar yak h;DAL;3;0;;;
Ilham Douazi imta atdiwni h;DAL;3;0;;;
Jihane Mkd imta n3red 3lik;DAL;3;0;;;
Imta ndo9 sushi hta ana;DAL;1;0;;;
Manal Rf imta nmchiw H;DAL;3;0;;;
Nouhaila Nya imta nmchiw tani;DAL;3;0;;;
Ďøű Ņįa imta t3rdi 3liya;DAL;3;0;;;
Ina alah waina ilahi raji3on;DAL;2;0;;;
Ina llelahi wina ilyhi raji3on;DAL;2;0;;;
Zineb Abounayme interessant comme ftour;FRN;1;0;;;
Ismail la derniere phrase kiki;FRN;3;0;;;
Issam haha need for speed;ANG;3;0;;;
It looks lik myah bay;ANG;3;0;;;
Iwa chnou dar mabayne walou;DAL;3;0;;;
Fadwa El Faressi iwa hbiba;DAL;3;0;;;
Jøķ Er 3iniya dm3o wlh;FRN;3;0;;;
Aziz Oudahi jacket dyal ddf;FRN;3;0;;;
Jaimrai voir comment vous faite;FRN;3;0;;;
Jawia safe kolchi mcha nmot3o;DAL;3;0;;;
Jbh high school Zyane Abdelhakim;ANG;3;0;;;
Oswaldo Garcia Tirado je vien;FRN;3;0;;;
Je voudrais savoir le prix;FRN;3;0;;;
Je vous invite tous venez;FRN;3;0;;;
Kaouthar fekroni fik elch manerf;DAL;3;0;;;
Kawtar tagi halima onajwa hahahaha;DAL;3;0;;;
Kayin lfar9 machaa lah 3lik;DAL;3;0;;;
Khalil chouf nass wchta tjib;DAL;3;0;;;
KhalilRagdou xof lari7 xno 3eml;DAL;3;0;;;
Khaliw nas ykhdmo 3la rashoum;DAL;1;0;;;
Khaliw nas ykhdmo lah yhdikom;DAL;1;0;;;
Zayneb Kacha khas nmchi hna;DAL;1;0;;;
Yassine Hafil khasna nemchiw wlah;DAL;1;0;;;
Mehdi Iguider khasna nmchiw a3chiiri;DAL;1;0;;;
khoya tbarklah 3alyk dima mararib;DAL;1;0;;;
Shaimae Malihi khssk taalmi h;DAL;3;0;;;
Sara BN Sarita ki dima;DAL;3;0;;;
Ihssane BK kolchi 3la barrada;DAL;3;0;;;
Kolchi alla dak calson h;DAL;3;0;;;
Ayoub Es kolxi ela 7sbk;DAL;3;0;;;
Hesham Sedi kunt sbah feeh;DAL;3;0;;;
l9abw dial Anas El Kaissi;DAL;3;0;;;
Lamiaa Elh la danse h;FRN;3;0;;;
La date de promotion svp;FRN;3;0;;;
La date je vous pries;FRN;3;0;;;
La duree ch hal kadoum;FRN;3;0;;;
Hamza Ghallab la prochaine fois;FRN;3;0;;;
la7awla wala 9owata ila billahe;DAL;3;0;;;
Zakaria Elka ladies first h;ANG;1;0;;;
lah bark fikom tahyati lkom;DAL;1;0;;;
LaH imsakhakom maradyanx bkhalQ lah;DAL;2;1;;;
Lah irhmo wirham jmi3 lmominin;DAL;1;0;;;
Lah ishal 3alik awlad nas;DAL;1;0;;;
Lah yle3nik ila yawm din;DAL;2;1;;;
Lah yrahmo wiwasa3 3lih yarabi;DAL;1;0;;;
lahawla wla 9owata ila bilah;DAL;3;0;;;
Laila lem jatek hadra katchbah;DAL;3;0;;;
ambiance est toujours au top;FRN;3;0;;;
Lamiaa هل فهمت ما اقصده;AUT;3;0;;;
Lamiae hadi mn 3andkom h;DAL;3;0;;;
LamyaeNz ana rada le kech;DAL;3;0;;;
Lay3tek matmana rajol rajol rajol;DAL;3;0;;;
Le grand pere de MBZ;FRN;3;0;;;
Le marocain est un pleurnichar;FRN;3;0;;;
Le nom du docteur SVP;FRN;3;0;;;
Le prie et adresse svp;FRN;3;0;;;
Le prix de tickets svp;FRN;3;0;;;
Le prix et ou svp;FRN;3;0;;;
Le prix pour le ventre;DAL;3;0;;;
Le prix si tu veux;FRN;3;0;;;
Le prix il vous plait;FRN;3;0;;;
Le tarif est de combien;FRN;3;0;;;
Les aigles et les pigeons;FRN;3;0;;;
Les gens sont des pigeons;FRN;3;0;;;
Les statistiques du match CAF;FRN;3;0;;;
Lhala ykhqti 3lina darb lihodi;DAL;3;0;;;
Musetafa Chinwi lhirman s3ib h;DAL;3;0;;;
Fatima Aatar li glt lik;DAL;3;0;;;
Amine Sdn li glt lj;DAL;3;0;;;
AyMen dnas li kat3ech fkech;DAL;3;0;;;
Camilia Camilia lik incha allah;DAL;3;0;;;
Monsifovic ELMarrakchi likan wa9f 7dana;DAL;3;0;;;
Lina h sans commentaire h;FRN;3;0;;;
Jaouad Haimoud lisez les comments;FRN;3;0;;;
Lkassan origa win zarzar imzi;DAL;3;0;;;
Lkhanz ghir bda7ka chirira h;DAL;2;1;;;
Othmane Yassine lkhawarizmi dial lkebch;DAL;3;0;;;
Hajar Kerja lmao sem3i sem3i;DAL;3;0;;;
Bouchra Bahri lmen chbahtiha hahahaahha;DAL;3;0;;;
Alae Mimoun lmera jaya hadaa;DAL;3;0;;;
Yassine Chakli lmgharba fach kibd3o;DAL;3;0;;;
Chakib Ben look at this;ANG;3;0;;;
m est tres beaux plat;FRN;1;0;;;
ĂmiiƝę Sadmi Nabil Rajawi tkalmo;DAL;3;0;;;
Bonjour Casablanca ma bien aimee;FRN;1;0;;;
Ma chvne walo ya sa7bi;DAL;3;0;;;
Machaallah et combien ca dure;FRN;3;0;;;
Machi pakistan hado saltanat omman;DAL;3;0;;;
Mafhemt walou wch fathlha fras;DAL;3;0;;;
Mais le cou reste plie;FRN;2;0;;;
Laila Sannito makayn walou hh;DAL;3;0;;;
Mal had siyda bach mrida;DAL;3;0;;;
Malak finalement avais raison h;FRN;1;0;;;
Imane Shomakhre malna 3la tkhnzir;DAL;2;0;;;
Simp El Oufir maradin hado;DAL;3;0;;;
Marhba ya sepi Mok Ran;DAL;2;1;;;
Fatima Zohra Habett markaat brada;DAL;3;0;;;
Achraf Ssamir Ftf marrhba khoya;DAL;3;0;;;
Matkdebch 3la rassek Ma3ndnach kora;DAL;2;0;;;
Mar Oua mb9ash kyshahini h;DAL;3;0;;;
Mbarok khoti tnjwa dima raja;DAL;1;0;;;
Fouad Fabricano mdrr hak hakk;DAL;3;0;;;
merci besa7a 7la hadi direc;DAL;3;0;;;
Merci de nous repondre Svp;FRN;3;0;;;
Meryem koulchi 3la berrada h;DAL;3;0;;;
Mh rhim فوته الموضوع المروك;AUT;3;0;;;
Meme promo que Aziz Bouderbala;FRN;3;0;;;
Jbari Ahmed mn 3andkom hada;DAL;3;0;;;
Premoo Moustapha mohal ikon ftiznit;DAL;3;0;;;
Momkin telefone et le prit;FRN;3;0;;;
Montre ns comment il fait;FRN;3;0;;;
Montrer la photo avant svp;FRN;3;0;;;
Morocco mall the best mall;ANG;1;0;;;
Mouadb reddington haykon ka3i h;DAL;3;0;;;
Soufiane Hamada moul foul hh;DAL;3;0;;;
MouniaLatif nti hadi wala kdabat;DAL;3;0;;;
